"ID,""GEO"",""SECTOR"",""EMPLOYEES"",""INCOME"",""MARKETING_SPENDING"",""ACC_BEFORE"",""PWC_PRESS_INDEX"",""FB_LIKES"",""TWT_FOLLOWERS"",""YEAR_FOUNDED"",""EXP_CEO"",""AREA"",""PWC_EMPLOYEES"",""CREDIT"",""FLAG"""
"7310,"" 21.1795784940692  , 52.2003842560737   "",""IT"",""46"",""292560"",""9918"",""1"",""-2.72472742916105"",""972"",""212"",""2002"",""21"",""335"",""3"",""10808496"",""1"""
"7311,"" 21.0175527944283  , 52.2365691212891    "",""IT"",""23"",""378500"",""58030"",""0"",""2.29980529910369"",""5735"",""1220"",""2007"",""NA"",""197"",""7"",""0"",""1"""
"7312,""  21.0350918284873  , 52.2944782127789  "",""IT"",""29"",""200054"",""4968"",""0"",""-4.19628394650623"",""526"",""87"",""2005"",""4"",""67"",""2"",""0"",""1"""
"7313,"" 21.0064906395013  , 52.2364953386644    "",""RESTAURANT"",""3"",""150091"",""7747"",""1"",""-0.692447877123138"",""1505"",""167"",""2007"",""4"",""27"",""2"",""0"",""0"""
"7314,""  21.0687633138779  , 52.2921340941847  "",""IT"",""30"",""199358"",""4925"",""1"",""-5.8694237687675"",""504"",""100"",""1999"",""8"",""68"",""0"",""1114"",""0"""
"7315,"" 21.1320668220427  , 52.2031095871516   "",""RESTAURANT"",""2"",""150002"",""7963"",""0"",""-18.7023327133761"",""1538"",""146"",""2009"",""4"",""38"",""1"",""16990"",""0"""
"7316,"" 21.0155182398658  , 52.2272256072937    "",""IT"",""21"",""418500"",""50130"",""0"",""3.82919319026633"",""5036"",""1015"",""2009"",""NA"",""212"",""5"",""58819"",""1"""
"7317,"" 21.026287623418  , 52.2338327958342    "",""RESTAURANT"",""6"",""499887"",""30285"",""0"",""-3.84561479934685"",""6024"",""584"",""2013"",""2"",""47"",""0"",""20020"",""1"""
"7318,""  21.0489138830546  , 52.2810670996783  "",""IT"",""7"",""199656"",""4938"",""1"",""-3.98237361548262"",""522"",""106"",""1999"",""NA"",""67"",""2"",""698"",""0"""
"7319,""  21.073457576693  , 52.2775190347224  "",""IT"",""2"",""199859"",""5055"",""1"",""-6.45557188722755"",""513"",""102"",""1999"",""NA"",""66"",""2"",""997"",""0"""
"7320,"" 21.0159680029131  , 52.2341047148453    "",""IT"",""4"",""67800"",""2960"",""0"",""1.55174566389991"",""313"",""63"",""2014"",""NA"",""17"",""1"",""-1997"",""1"""
"7321,""  21.0971550531522  , 52.287297578454  "",""IT"",""31"",""199931"",""5066"",""1"",""-4.10358367024063"",""524"",""93"",""1998"",""7"",""71"",""0"",""912"",""1"""
"7322,""  21.0414211035799  , 52.2982856112625  "",""IT"",""32"",""199943"",""5027"",""1"",""-5.64062608315296"",""471"",""103"",""2004"",""7"",""65"",""0"",""1515"",""0"""
"7323,"" 21.0287406190473  , 52.2293802201003    "",""PUB"",""4"",""501180"",""29983"",""0"",""11.5924612956758"",""6019"",""619"",""2012"",""NA"",""51"",""0"",""35135"",""1"""
"7324,""  21.0469454052369  , 52.2821712238458  "",""PUB"",""3"",""119200"",""7989"",""0"",""9.57726977021332"",""1538"",""132"",""2011"",""NA"",""36"",""0"",""21148"",""1"""
"7325,""  21.0430439564795  , 52.2853781562531  "",""IT"",""4"",""199874"",""5009"",""0"",""-4.32603006862907"",""514"",""116"",""2002"",""7"",""75"",""1"",""795"",""0"""
"7326,""  21.0920160652488  , 52.2719096971955  "",""IT"",""27"",""200452"",""4963"",""1"",""-5.69181277428073"",""457"",""115"",""2002"",""NA"",""67"",""0"",""0"",""0"""
"7327,""  21.0337159463181  , 52.2881888700207  "",""IT"",""4"",""200474"",""4904"",""0"",""-4.99148866286153"",""497"",""98"",""2004"",""NA"",""71"",""1"",""1002"",""0"""
"7328,"" 21.1359025281677  , 52.1832911290508   "",""RESTAURANT"",""3"",""149683"",""7938"",""0"",""-2.19618833190392"",""1551"",""150"",""2007"",""NA"",""36"",""0"",""14960"",""0"""
"7329,""  21.0790461872285  , 52.288174478747  "",""IT"",""3"",""200648"",""5078"",""0"",""-6.42064946244312"",""481"",""90"",""2004"",""8"",""75"",""6"",""902"",""0"""
"7330,"" 21.0207353899558  , 52.221199681107    "",""PUB"",""4"",""499482"",""30004"",""0"",""13.0221683474071"",""6079"",""633"",""2013"",""NA"",""52"",""1"",""40220"",""1"""
"7331,""  21.0706280515739  , 52.2710088311485  "",""IT"",""2"",""200012"",""5054"",""1"",""-4.16714563964469"",""523"",""108"",""1997"",""6"",""68"",""0"",""997"",""0"""
"7332,"" 21.0288465937406  , 52.2326957331877    "",""IT"",""24"",""373250"",""29970"",""0"",""3.28112148432942"",""3047"",""618"",""2010"",""6"",""199"",""6"",""60117"",""1"""
"7333,"" 21.0229933076627  , 52.2274328746414    "",""RESTAURANT"",""4"",""500621"",""29867"",""0"",""13.7179362761613"",""5950"",""616"",""2011"",""NA"",""50"",""0"",""40091"",""0"""
"7334,"" 21.015672605921  , 52.2251608665287    "",""PUB"",""4"",""499639"",""29839"",""0"",""14.3641484701302"",""6004"",""584"",""2013"",""7"",""47"",""0"",""45082"",""1"""
"7335,"" 21.0159334471074  , 52.2252689165762    "",""RESTAURANT"",""6"",""500274"",""30372"",""0"",""12.5534566806364"",""6154"",""613"",""2012"",""1"",""54"",""0"",""45275"",""1"""
"7336,""  21.0997256136383  , 52.2938301799749  "",""IT"",""2"",""199621"",""5131"",""0"",""-3.84707754187048"",""559"",""93"",""2005"",""NA"",""69"",""0"",""897"",""1"""
"7337,"" 21.0239669938646  , 52.2288599702017    "",""CAFE"",""1"",""150097"",""8089"",""0"",""-12.1367613780037"",""1640"",""156"",""2001"",""NA"",""31"",""0"",""19957"",""0"""
"7338,"" 21.1368335019937  , 52.1932952620019   "",""IT"",""3"",""88085"",""6792"",""0"",""2.27766400026707"",""674"",""100"",""2007"",""NA"",""68"",""0"",""19563"",""0"""
"7339,"" 21.0162329971944  , 52.2323039228888    "",""IT"",""3"",""38500"",""11980"",""0"",""2.67861071073545"",""1217"",""229"",""2012"",""5"",""20"",""4"",""4007"",""1"""
"7340,""  21.0775710859941  , 52.2872267030575  "",""IT"",""3"",""200855"",""5008"",""1"",""-5.36068885902892"",""482"",""97"",""2005"",""8"",""60"",""0"",""1505"",""0"""
"7341,"" 21.1862379014613  , 52.1775297703967   "",""IT"",""48"",""363240"",""9911"",""1"",""-1.4506810390513"",""991"",""166"",""2002"",""13"",""364"",""2"",""1019"",""0"""
"7342,""  21.0805609286483  , 52.2963465987938  "",""IT"",""25"",""200259"",""4968"",""1"",""-5.04749606890338"",""495"",""98"",""2000"",""9"",""70"",""1"",""1307"",""1"""
"7343,""  21.0312672471115  , 52.2800940049207  "",""IT"",""2"",""199809"",""4995"",""1"",""-5.78987718518531"",""502"",""97"",""2004"",""7"",""65"",""0"",""1203"",""0"""
"7344,""  21.0494995078072  , 52.2787898538215  "",""RESTAURANT"",""2"",""149700"",""8125"",""0"",""2.94944549865846"",""1569"",""159"",""2006"",""NA"",""29"",""1"",""17076"",""0"""
"7345,"" 21.0231368432057  , 52.2254765851935    "",""IT"",""20"",""410250"",""37990"",""0"",""2.47725034153261"",""3778"",""744"",""2009"",""8"",""199"",""5"",""59972"",""1"""
"7346,"" 21.1686969278781  , 52.2107662561163   "",""IT"",""5"",""68875"",""9107"",""0"",""3.99561576449463"",""946"",""179"",""2013"",""3"",""74"",""0"",""20013"",""1"""
"7347,""  21.0545178698143  , 52.2943968055979  "",""IT"",""4"",""199806"",""4847"",""1"",""-4.83787941265366"",""482"",""86"",""2002"",""11"",""74"",""2"",""0"",""0"""
"7348,"" 21.0221035509289  , 52.226512387027    "",""CAFE"",""5"",""500838"",""30024"",""0"",""22.2267013343956"",""5997"",""574"",""2012"",""NA"",""53"",""0"",""30051"",""1"""
"7349,"" 21.0068323707301  , 52.2323346739635    "",""IT"",""22"",""426500"",""39940"",""1"",""1.84177933039112"",""3981"",""786"",""2006"",""NA"",""203"",""7"",""0"",""1"""
"7350,"" 21.0008304165292  , 52.2388754872978    "",""IT"",""17"",""429750"",""32040"",""0"",""4.19472940002812"",""3250"",""635"",""2008"",""9"",""191"",""5"",""61201"",""1"""
"7351,"" 21.0057081133223  , 52.2255629132641    "",""PUB"",""5"",""150216"",""8105"",""0"",""-0.372187663247928"",""1604"",""180"",""2008"",""NA"",""35"",""0"",""20246"",""0"""
"7352,"" 21.0241085156309  , 52.2360825422779    "",""IT"",""21"",""279000"",""31960"",""1"",""1.55180919228454"",""3217"",""665"",""2008"",""5"",""207"",""7"",""59096"",""1"""
"7353,"" 21.0068330094574  , 52.2246017033607    "",""RESTAURANT"",""5"",""149738"",""8074"",""0"",""6.03341127727883"",""1591"",""166"",""2008"",""7"",""29"",""0"",""20081"",""0"""
"7354,""  21.0675875514653  , 52.2865327214776  "",""IT"",""30"",""199781"",""4873"",""1"",""-7.35524007371066"",""471"",""100"",""2000"",""NA"",""70"",""0"",""1229"",""0"""
"7355,"" 21.0246225036408  , 52.2347736376151    "",""CAFE"",""4"",""500728"",""30149"",""0"",""-1.2275469526364"",""6090"",""638"",""2011"",""NA"",""49"",""0"",""65310"",""0"""
"7356,"" 21.0197518115861  , 52.2306782277487    "",""PUB"",""5"",""149733"",""7946"",""0"",""-18.1880718534333"",""1630"",""172"",""2003"",""NA"",""31"",""0"",""0"",""0"""
"7357,""  21.0878852533316  , 52.2939732291177  "",""IT"",""2"",""199757"",""5098"",""1"",""-4.32229060596312"",""489"",""99"",""2003"",""7"",""74"",""1"",""1202"",""0"""
"7358,"" 21.1800961211352  , 52.2173785260925   "",""IT"",""53"",""373430"",""9885"",""0"",""-1.56402914781653"",""907"",""199"",""2003"",""15"",""334"",""2"",""1083"",""1"""
"7359,"" 21.1675571730994  , 52.2046483701491   "",""IT"",""47"",""393680"",""10108"",""1"",""-2.21625313699372"",""1027"",""209"",""2003"",""14"",""363"",""3"",""9596065"",""1"""
"7360,"" 21.0255214353693  , 52.2373618967738    "",""PUB"",""3"",""150607"",""7945"",""0"",""6.66294017136338"",""1556"",""162"",""2008"",""3"",""30"",""0"",""0"",""1"""
"7361,"" 21.0122042372616  , 52.22231243263    "",""CAFE"",""3"",""151074"",""8066"",""0"",""5.84750364606603"",""1629"",""151"",""2010"",""5"",""25"",""0"",""0"",""1"""
"7362,"" 21.006000124817  , 52.2232376685459    "",""IT"",""3"",""93000"",""10020"",""0"",""2.84399179014685"",""997"",""181"",""2013"",""4"",""23"",""3"",""7009"",""1"""
"7363,"" 21.015825752063  , 52.2200655767787    "",""IT"",""21"",""432750"",""34010"",""1"",""1.69968267354574"",""3306"",""670"",""2002"",""8"",""190"",""4"",""59252"",""1"""
"7364,""  21.0330141478009  , 52.2948749088449  "",""IT"",""28"",""199575"",""4970"",""0"",""-5.08924697777063"",""508"",""122"",""2003"",""6"",""69"",""3"",""0"",""0"""
"7365,"" 21.0226689892535  , 52.2264210236631    "",""IT"",""4"",""53700"",""7920"",""0"",""2.85699428108666"",""812"",""147"",""2012"",""NA"",""23"",""4"",""4"",""1"""
"7366,"" 21.0113809084943  , 52.2294107312802    "",""IT"",""6"",""112200"",""12040"",""0"",""1.78015528675956"",""1124"",""250"",""2011"",""3"",""15"",""3"",""5006"",""1"""
"7367,""  21.0558595584915  , 52.2789253935195  "",""RESTAURANT"",""5"",""170400"",""8045"",""0"",""-1.7993932989184"",""1528"",""160"",""2005"",""4"",""27"",""1"",""0"",""0"""
"7368,"" 21.1852633522227  , 52.2188402391318   "",""IT"",""4"",""88144"",""10737"",""0"",""2.59694930562273"",""1004"",""209"",""2010"",""NA"",""72"",""1"",""19962"",""0"""
"7369,"" 21.0237942294751  , 52.2223624703661    "",""CAFE"",""2"",""149318"",""8055"",""0"",""-1.37555243041646"",""1590"",""169"",""2009"",""NA"",""32"",""0"",""20080"",""0"""
"7370,""  21.0472569556232  , 52.2739110961626  "",""IT"",""3"",""199753"",""4918"",""1"",""-4.16994971151315"",""516"",""94"",""2003"",""6"",""71"",""1"",""490"",""0"""
"7371,"" 21.1548567986898  , 52.1862295488291   "",""IT"",""48"",""373490"",""10197"",""0"",""-1.24477425828265"",""995"",""214"",""2003"",""14"",""338"",""2"",""1144"",""1"""
"7372,"" 21.0039980234057  , 52.2228670358099    "",""CAFE"",""7"",""499476"",""29865"",""0"",""34.2584376776622"",""6032"",""606"",""2013"",""NA"",""50"",""1"",""65266"",""1"""
"7373,""  21.0763566326653  , 52.2852069819975  "",""IT"",""26"",""200199"",""5179"",""1"",""-4.59717518262966"",""492"",""85"",""2004"",""9"",""66"",""0"",""0"",""1"""
"7374,"" 21.0267424389182  , 52.2330839996412    "",""CAFE"",""6"",""150069"",""7935"",""0"",""-14.5892297275856"",""1581"",""142"",""2009"",""NA"",""31"",""0"",""0"",""0"""
"7375,"" 21.1805588542093  , 52.1951365658827   "",""PUB"",""5"",""150121"",""8009"",""0"",""0.790975611856712"",""1608"",""167"",""2008"",""NA"",""29"",""0"",""16940"",""0"""
"7376,"" 21.0228840420013  , 52.2306579981884    "",""PUB"",""5"",""499968"",""29943"",""1"",""21.0042390682496"",""5868"",""601"",""2013"",""NA"",""52"",""0"",""15168"",""0"""
"7377,"" 21.0041916360303  , 52.2359489695448    "",""IT"",""6"",""128400"",""7980"",""0"",""2.93303431628808"",""807"",""159"",""2013"",""3"",""16"",""1"",""0"",""1"""
"7378,"" 21.0123266309886  , 52.2227314537158    "",""IT"",""20"",""442000"",""48040"",""1"",""3.27211969888431"",""4773"",""914"",""2009"",""NA"",""201"",""6"",""59966"",""1"""
"7379,"" 21.0120597015587  , 52.2338611671748    "",""RESTAURANT"",""3"",""150302"",""8065"",""0"",""-6.08663849604675"",""1663"",""153"",""2005"",""NA"",""26"",""0"",""20086"",""1"""
"7380,""  21.0553152737231  , 52.2758714447659  "",""IT"",""5"",""200401"",""4981"",""1"",""-6.69979120120488"",""512"",""95"",""2002"",""NA"",""74"",""0"",""0"",""0"""
"7381,"" 21.0104484816121  , 52.2308588181576    "",""CAFE"",""1"",""149786"",""7883"",""1"",""-5.4798867233551"",""1556"",""180"",""2009"",""NA"",""27"",""1"",""0"",""0"""
"7382,"" 21.0265506348473  , 52.235858651842    "",""RESTAURANT"",""5"",""499792"",""30127"",""0"",""9.14354557235641"",""5992"",""583"",""2011"",""NA"",""50"",""1"",""24959"",""1"""
"7383,""  21.0437617089739  , 52.2707479401026  "",""IT"",""4"",""200011"",""5045"",""0"",""-5.40235398934834"",""533"",""87"",""1999"",""6"",""68"",""1"",""898"",""1"""
"7384,"" 21.1886571834628  , 52.193084609129   "",""IT"",""7"",""80969"",""6995"",""0"",""0.291676732623291"",""686"",""131"",""2013"",""6"",""80"",""0"",""19733"",""1"""
"7385,"" 21.0259041684878  , 52.2262080320669    "",""IT"",""4"",""101100"",""13020"",""0"",""3.00835874105187"",""1335"",""245"",""2011"",""5"",""18"",""4"",""0"",""1"""
"7386,"" 21.1470632210318  , 52.1702169768093   "",""IT"",""46"",""252280"",""10099"",""0"",""-2.99759252631574"",""941"",""198"",""2000"",""13"",""338"",""3"",""9999917"",""1"""
"7387,"" 21.0154394616538  , 52.2384574176883    "",""IT"",""7"",""64700"",""9040"",""0"",""5.64381350028038"",""917"",""173"",""2014"",""NA"",""27"",""2"",""6"",""0"""
"7388,""  21.0628318751045  , 52.299909730982  "",""IT"",""26"",""199838"",""4844"",""0"",""-5.91514355357094"",""470"",""91"",""2003"",""7"",""68"",""0"",""0"",""0"""
"7389,"" 21.0257223773389  , 52.2359542440949    "",""IT"",""22"",""536250"",""38030"",""1"",""3.37221576929144"",""3936"",""770"",""2007"",""7"",""191"",""4"",""59055"",""1"""
"7390,"" 21.1634730724823  , 52.170836814323   "",""IT"",""50"",""393690"",""10115"",""1"",""-1.97729299879988"",""990"",""195"",""2002"",""15"",""338"",""4"",""866"",""1"""
"7391,""  21.0426743940357  , 52.2712278498383  "",""IT"",""2"",""199985"",""5021"",""1"",""-3.94548962527465"",""510"",""102"",""1997"",""6"",""72"",""3"",""0"",""0"""
"7392,"" 21.1373503303425  , 52.2092141770106   "",""PUB"",""1"",""149816"",""8107"",""0"",""-16.0457805838478"",""1626"",""168"",""2009"",""6"",""31"",""0"",""29180"",""0"""
"7393,"" 21.0159376624904  , 52.2337992512342    "",""RESTAURANT"",""6"",""499361"",""30098"",""0"",""16.6744484672254"",""6103"",""585"",""2012"",""3"",""48"",""0"",""35121"",""0"""
"7394,"" 21.1876558407061  , 52.202647521398   "",""PUB"",""2"",""150420"",""7986"",""1"",""-6.98298156921768"",""1562"",""172"",""2004"",""NA"",""26"",""1"",""19970"",""0"""
"7395,"" 21.1473809787594  , 52.1790742023313   "",""CAFE"",""3"",""150589"",""8081"",""0"",""5.58498191549268"",""1632"",""144"",""2008"",""NA"",""36"",""1"",""19950"",""0"""
"7396,"" 21.0246465317586  , 52.2334917965671    "",""PUB"",""3"",""150021"",""7964"",""0"",""21.6758863822907"",""1566"",""166"",""2003"",""5"",""30"",""2"",""0"",""0"""
"7397,"" 21.1989763585357  , 52.1821806702111   "",""IT"",""48"",""272400"",""9936"",""1"",""-1.38666608442887"",""1055"",""180"",""2000"",""NA"",""348"",""3"",""907"",""1"""
"7398,"" 21.1403948650248  , 52.1776743110316   "",""CAFE"",""6"",""149626"",""8086"",""0"",""-3.75684387697762"",""1532"",""175"",""2006"",""NA"",""33"",""1"",""20090"",""0"""
"7399,"" 21.0179880171227  , 52.223606715179    "",""PUB"",""4"",""500651"",""29936"",""0"",""24.0020559092067"",""6028"",""594"",""2013"",""6"",""48"",""1"",""40077"",""0"""
"7400,"" 21.1921593345404  , 52.1707336662849   "",""IT"",""5"",""74954"",""6798"",""0"",""1.48319474952345"",""695"",""158"",""2009"",""2"",""66"",""1"",""19556"",""1"""
"7401,"" 21.141320626813  , 52.2043125658575   "",""IT"",""6"",""84003"",""8516"",""0"",""2.62182231683903"",""874"",""203"",""2012"",""2"",""69"",""0"",""20121"",""1"""
"7402,"" 21.0270161038537  , 52.2332781048818    "",""IT"",""6"",""69800"",""10000"",""0"",""2.7555261060798"",""1009"",""229"",""2014"",""6"",""23"",""1"",""0"",""1"""
"7403,"" 21.0004560997542  , 52.2337860365398    "",""IT"",""23"",""404250"",""37930"",""0"",""3.46697414887874"",""3704"",""800"",""2007"",""NA"",""202"",""7"",""60511"",""1"""
"7404,"" 21.0002773531221  , 52.222799122748    "",""IT"",""17"",""429750"",""31940"",""1"",""1.85321121137057"",""3271"",""608"",""2011"",""8"",""191"",""6"",""58980"",""1"""
"7405,"" 21.1628719652891  , 52.1842760887975   "",""RESTAURANT"",""2"",""149283"",""7927"",""0"",""-9.81363277563405"",""1606"",""153"",""2009"",""NA"",""30"",""0"",""17020"",""0"""
"7406,""  21.0467461983394  , 52.2791828743042  "",""IT"",""36"",""200703"",""5088"",""0"",""-5.10562081223176"",""500"",""101"",""2005"",""NA"",""67"",""1"",""0"",""1"""
"7407,"" 21.1661672582692  , 52.1964153672615   "",""IT"",""3"",""88071"",""8408"",""0"",""1.09230823147856"",""795"",""206"",""2013"",""NA"",""62"",""2"",""20081"",""1"""
"7408,""  21.0440974834235  , 52.2762189062801  "",""IT"",""35"",""199869"",""4911"",""1"",""-4.8907839143814"",""483"",""120"",""1996"",""7"",""71"",""1"",""1213"",""1"""
"7409,""  21.058931438853  , 52.2732309313119  "",""IT"",""2"",""200195"",""5063"",""1"",""-4.37336803295176"",""484"",""101"",""2006"",""NA"",""69"",""0"",""595"",""0"""
"7410,"" 21.0017294857707  , 52.2230318393512    "",""CAFE"",""5"",""500514"",""30140"",""0"",""15.5054235068329"",""6069"",""573"",""2012"",""NA"",""56"",""0"",""40129"",""1"""
"7411,"" 21.0073722081392  , 52.22242141183    "",""IT"",""6"",""109200"",""13080"",""0"",""3.13320691193693"",""1308"",""287"",""2011"",""5"",""19"",""2"",""3008"",""1"""
"7412,""  21.0415603394806  , 52.2776310586766  "",""IT"",""25"",""199164"",""4941"",""0"",""-4.1009175079992"",""483"",""111"",""1997"",""NA"",""68"",""1"",""921"",""0"""
"7413,"" 21.1559579629609  , 52.1811573766684   "",""IT"",""48"",""221910"",""10211"",""1"",""-1.04196871999533"",""1045"",""184"",""2007"",""14"",""362"",""3"",""988"",""1"""
"7414,""  21.0315960265929  , 52.2911509921611  "",""IT"",""32"",""200936"",""5051"",""1"",""-4.18581588403478"",""495"",""101"",""2002"",""6"",""80"",""0"",""0"",""0"""
"7415,"" 21.142527527947  , 52.1997624719213   "",""CAFE"",""3"",""150417"",""8091"",""0"",""-4.16306848109521"",""1626"",""166"",""2009"",""NA"",""31"",""1"",""19080"",""0"""
"7416,"" 21.0093080381581  , 52.2262503077649    "",""IT"",""17"",""419500"",""54030"",""0"",""3.19403890353573"",""5348"",""1049"",""2011"",""7"",""207"",""3"",""58946"",""1"""
"7417,"" 21.0088573552063  , 52.2310586173972    "",""PUB"",""2"",""149611"",""7908"",""0"",""-17.3217786706033"",""1581"",""170"",""2007"",""NA"",""32"",""1"",""20186"",""0"""
"7418,"" 21.0213795109571  , 52.231410077652    "",""IT"",""4"",""73900"",""7970"",""0"",""2.47999377167789"",""786"",""149"",""2011"",""5"",""23"",""3"",""0"",""1"""
"7419,"" 21.1377145647062  , 52.2009496257221   "",""CAFE"",""5"",""149563"",""8008"",""0"",""4.33183064990119"",""1587"",""167"",""2001"",""NA"",""34"",""0"",""0"",""0"""
"7420,"" 21.1562600191077  , 52.2193623793242   "",""RESTAURANT"",""3"",""149963"",""8088"",""0"",""-3.25658507444251"",""1629"",""177"",""2003"",""NA"",""28"",""0"",""19940"",""0"""
"7421,"" 21.1519028163627  , 52.1858280476346   "",""CAFE"",""2"",""150063"",""7913"",""0"",""-20.2580822976398"",""1594"",""138"",""2009"",""NA"",""30"",""0"",""21000"",""0"""
"7422,"" 21.0179754877782  , 52.2372893301258    "",""CAFE"",""4"",""499769"",""30294"",""0"",""12.7907466865817"",""6042"",""576"",""2011"",""NA"",""51"",""2"",""15069"",""1"""
"7423,"" 21.1696431370815  , 52.1809047933831   "",""CAFE"",""2"",""150361"",""7957"",""0"",""-6.23155287431454"",""1595"",""169"",""2003"",""NA"",""29"",""0"",""0"",""0"""
"7424,"" 21.1567404495738  , 52.1722794879042   "",""RESTAURANT"",""1"",""150146"",""7988"",""0"",""0.73165232283571"",""1584"",""156"",""2005"",""NA"",""34"",""0"",""0"",""0"""
"7425,"" 21.1742980557987  , 52.1765006721066   "",""IT"",""4"",""85048"",""9930"",""0"",""1.34372018439161"",""1013"",""211"",""2010"",""5"",""70"",""1"",""19977"",""0"""
